# Generado por Generate-LoadTestTags.ps1 el 2026-08-25 18:40 - 500 tags
# Nombres inventados. Decimales con PUNTO (InvariantCulture).
TAG_NAME_OPC_UA;TAG_NAME_OPC_DA;DATA_TYPE;MULTIPLICADOR;OFFSET;EU;SCAN_RATE_MS;DEADBAND;ACCESS_LEVEL;DESCRIPTION;ENABLED
PLANTA_01.EQUIPO_004.DENSIDAD;.PLANTA_01_EQUIPO_004_DENSIDAD;Double;1;0;kgm3;1000;0;Read;DENSIDAD de EQUIPO_004;True
PLANTA_01.EQUIPO_004.VISCOSIDAD;.PLANTA_01_EQUIPO_004_VISCOSIDAD;Double;0.01;0;cP;1000;0;Read;VISCOSIDAD de EQUIPO_004;True
PLANTA_01.EQUIPO_004.PH;.PLANTA_01_EQUIPO_004_PH;Double;0.001;0;pH;1000;0;Read;PH de EQUIPO_004;True
PLANTA_01.EQUIPO_004.CONDUCTIVIDAD;.PLANTA_01_EQUIPO_004_CONDUCTIVIDAD;Double;1;0;uScm;1000;0;Read;CONDUCTIVIDAD de EQUIPO_004;True
PLANTA_01.EQUIPO_004.HUMEDAD;.PLANTA_01_EQUIPO_004_HUMEDAD;Double;0.01;0;pct;1000;0;Read;HUMEDAD de EQUIPO_004;True
PLANTA_01.EQUIPO_004.APERTURA_VALVULA;.PLANTA_01_EQUIPO_004_APERTURA_VALVULA;Double;0.01;0;pct;1000;0;Read;APERTURA_VALVULA de EQUIPO_004;True
PLANTA_01.EQUIPO_004.SETPOINT_PRESION;.PLANTA_01_EQUIPO_004_SETPOINT_PRESION;Double;1;0;bar;1000;0;Read;SETPOINT_PRESION de EQUIPO_004;True
PLANTA_01.EQUIPO_004.SETPOINT_TEMPERATURA;.PLANTA_01_EQUIPO_004_SETPOINT_TEMPERATURA;Double;1;0;C;1000;0;Read;SETPOINT_TEMPERATURA de EQUIPO_004;True
PLANTA_01.EQUIPO_004.HORAS_SERVICIO;.PLANTA_01_EQUIPO_004_HORAS_SERVICIO;Double;0.1;0;h;1000;0;Read;HORAS_SERVICIO de EQUIPO_004;True
PLANTA_01.EQUIPO_004.EFICIENCIA;.PLANTA_01_EQUIPO_004_EFICIENCIA;Double;0.01;0;pct;1000;0;Read;EFICIENCIA de EQUIPO_004;True
PLANTA_01.EQUIPO_004.CONSUMO_ESPECIFICO;.PLANTA_01_EQUIPO_004_CONSUMO_ESPECIFICO;Double;0.001;0;kWhm3;1000;0;Read;CONSUMO_ESPECIFICO de EQUIPO_004;True
PLANTA_01.EQUIPO_004.ESTADO_BOMBA;.PLANTA_01_EQUIPO_004_ESTADO_BOMBA;Boolean;1;0;;1000;0;Read;ESTADO_BOMBA de EQUIPO_004;True
PLANTA_01.EQUIPO_004.ESTADO_VALVULA;.PLANTA_01_EQUIPO_004_ESTADO_VALVULA;Boolean;1;0;;1000;0;Read;ESTADO_VALVULA de EQUIPO_004;True
PLANTA_01.EQUIPO_004.ALARMA_ALTA;.PLANTA_01_EQUIPO_004_ALARMA_ALTA;Boolean;1;0;;1000;0;Read;ALARMA_ALTA de EQUIPO_004;True
PLANTA_01.EQUIPO_004.ALARMA_BAJA;.PLANTA_01_EQUIPO_004_ALARMA_BAJA;Boolean;1;0;;1000;0;Read;ALARMA_BAJA de EQUIPO_004;True
PLANTA_01.EQUIPO_004.MODO_AUTOMATICO;.PLANTA_01_EQUIPO_004_MODO_AUTOMATICO;Boolean;1;0;;1000;0;Read;MODO_AUTOMATICO de EQUIPO_004;True
PLANTA_01.EQUIPO_004.PERMISO_ARRANQUE;.PLANTA_01_EQUIPO_004_PERMISO_ARRANQUE;Boolean;1;0;;1000;0;Read;PERMISO_ARRANQUE de EQUIPO_004;True
PLANTA_01.EQUIPO_004.FALLA_GENERAL;.PLANTA_01_EQUIPO_004_FALLA_GENERAL;Boolean;1;0;;1000;0;Read;FALLA_GENERAL de EQUIPO_004;True
PLANTA_01.EQUIPO_004.CONFIRMACION_MARCHA;.PLANTA_01_EQUIPO_004_CONFIRMACION_MARCHA;Boolean;1;0;;1000;0;Read;CONFIRMACION_MARCHA de EQUIPO_004;True
PLANTA_01.EQUIPO_004.SELECTOR_LOCAL_REMOTO;.PLANTA_01_EQUIPO_004_SELECTOR_LOCAL_REMOTO;Boolean;1;0;;1000;0;Read;SELECTOR_LOCAL_REMOTO de EQUIPO_004;True
PLANTA_01.EQUIPO_004.EN_MANTENIMIENTO;.PLANTA_01_EQUIPO_004_EN_MANTENIMIENTO;Boolean;1;0;;1000;0;Read;EN_MANTENIMIENTO de EQUIPO_004;True
PLANTA_01.EQUIPO_004.CONTADOR_ARRANQUES;.PLANTA_01_EQUIPO_004_CONTADOR_ARRANQUES;Int32;1;0;;1000;0;Read;CONTADOR_ARRANQUES de EQUIPO_004;True
PLANTA_01.EQUIPO_004.CONTADOR_ALARMAS;.PLANTA_01_EQUIPO_004_CONTADOR_ALARMAS;Int32;1;0;;1000;0;Read;CONTADOR_ALARMAS de EQUIPO_004;True
PLANTA_01.EQUIPO_004.CODIGO_FALLA;.PLANTA_01_EQUIPO_004_CODIGO_FALLA;Int32;1;0;;1000;0;Read;CODIGO_FALLA de EQUIPO_004;True
PLANTA_01.EQUIPO_004.PASO_SECUENCIA;.PLANTA_01_EQUIPO_004_PASO_SECUENCIA;Int32;1;0;;1000;0;Read;PASO_SECUENCIA de EQUIPO_004;True
PLANTA_01.EQUIPO_004.RECETA_ACTIVA;.PLANTA_01_EQUIPO_004_RECETA_ACTIVA;String;1;0;;1000;0;Read;RECETA_ACTIVA de EQUIPO_004;True
PLANTA_01.EQUIPO_005.PRESION_ENTRADA;.PLANTA_01_EQUIPO_005_PRESION_ENTRADA;Double;1;0;bar;1000;0;Read;PRESION_ENTRADA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.PRESION_SALIDA;.PLANTA_01_EQUIPO_005_PRESION_SALIDA;Double;1;0;bar;1000;0;Read;PRESION_SALIDA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.TEMPERATURA_ENTRADA;.PLANTA_01_EQUIPO_005_TEMPERATURA_ENTRADA;Double;1;0;C;1000;0;Read;TEMPERATURA_ENTRADA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.TEMPERATURA_SALIDA;.PLANTA_01_EQUIPO_005_TEMPERATURA_SALIDA;Double;1.8;32;F;1000;0;Read;TEMPERATURA_SALIDA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.CAUDAL_INSTANTANEO;.PLANTA_01_EQUIPO_005_CAUDAL_INSTANTANEO;Double;1;0;m3h;1000;0;Read;CAUDAL_INSTANTANEO de EQUIPO_005;True
PLANTA_01.EQUIPO_005.CAUDAL_TOTALIZADO;.PLANTA_01_EQUIPO_005_CAUDAL_TOTALIZADO;Double;0.001;0;m3;1000;0;Read;CAUDAL_TOTALIZADO de EQUIPO_005;True
PLANTA_01.EQUIPO_005.NIVEL_TANQUE;.PLANTA_01_EQUIPO_005_NIVEL_TANQUE;Double;0.01;0;pct;1000;0;Read;NIVEL_TANQUE de EQUIPO_005;True
PLANTA_01.EQUIPO_005.VIBRACION_X;.PLANTA_01_EQUIPO_005_VIBRACION_X;Double;0.01;0;mms;1000;0;Read;VIBRACION_X de EQUIPO_005;True
PLANTA_01.EQUIPO_005.VIBRACION_Y;.PLANTA_01_EQUIPO_005_VIBRACION_Y;Double;0.01;0;mms;1000;0;Read;VIBRACION_Y de EQUIPO_005;True
PLANTA_01.EQUIPO_005.CORRIENTE_MOTOR;.PLANTA_01_EQUIPO_005_CORRIENTE_MOTOR;Double;0.1;0;A;1000;0;Read;CORRIENTE_MOTOR de EQUIPO_005;True
PLANTA_01.EQUIPO_005.TENSION_MOTOR;.PLANTA_01_EQUIPO_005_TENSION_MOTOR;Double;1;0;V;1000;0;Read;TENSION_MOTOR de EQUIPO_005;True
PLANTA_01.EQUIPO_005.POTENCIA_ACTIVA;.PLANTA_01_EQUIPO_005_POTENCIA_ACTIVA;Double;0.01;0;kW;1000;0;Read;POTENCIA_ACTIVA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.VELOCIDAD_MOTOR;.PLANTA_01_EQUIPO_005_VELOCIDAD_MOTOR;Double;1;0;rpm;1000;0;Read;VELOCIDAD_MOTOR de EQUIPO_005;True
PLANTA_01.EQUIPO_005.TORQUE;.PLANTA_01_EQUIPO_005_TORQUE;Double;0.1;0;Nm;1000;0;Read;TORQUE de EQUIPO_005;True
PLANTA_01.EQUIPO_005.DENSIDAD;.PLANTA_01_EQUIPO_005_DENSIDAD;Double;1;0;kgm3;1000;0;Read;DENSIDAD de EQUIPO_005;True
PLANTA_01.EQUIPO_005.VISCOSIDAD;.PLANTA_01_EQUIPO_005_VISCOSIDAD;Double;0.01;0;cP;1000;0;Read;VISCOSIDAD de EQUIPO_005;True
PLANTA_01.EQUIPO_005.PH;.PLANTA_01_EQUIPO_005_PH;Double;0.001;0;pH;1000;0;Read;PH de EQUIPO_005;True
PLANTA_01.EQUIPO_005.CONDUCTIVIDAD;.PLANTA_01_EQUIPO_005_CONDUCTIVIDAD;Double;1;0;uScm;1000;0;Read;CONDUCTIVIDAD de EQUIPO_005;True
PLANTA_01.EQUIPO_005.HUMEDAD;.PLANTA_01_EQUIPO_005_HUMEDAD;Double;0.01;0;pct;1000;0;Read;HUMEDAD de EQUIPO_005;True
PLANTA_01.EQUIPO_005.APERTURA_VALVULA;.PLANTA_01_EQUIPO_005_APERTURA_VALVULA;Double;0.01;0;pct;1000;0;Read;APERTURA_VALVULA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.SETPOINT_PRESION;.PLANTA_01_EQUIPO_005_SETPOINT_PRESION;Double;1;0;bar;1000;0;Read;SETPOINT_PRESION de EQUIPO_005;True
PLANTA_01.EQUIPO_005.SETPOINT_TEMPERATURA;.PLANTA_01_EQUIPO_005_SETPOINT_TEMPERATURA;Double;1;0;C;1000;0;Read;SETPOINT_TEMPERATURA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.HORAS_SERVICIO;.PLANTA_01_EQUIPO_005_HORAS_SERVICIO;Double;0.1;0;h;1000;0;Read;HORAS_SERVICIO de EQUIPO_005;True
PLANTA_01.EQUIPO_005.EFICIENCIA;.PLANTA_01_EQUIPO_005_EFICIENCIA;Double;0.01;0;pct;1000;0;Read;EFICIENCIA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.CONSUMO_ESPECIFICO;.PLANTA_01_EQUIPO_005_CONSUMO_ESPECIFICO;Double;0.001;0;kWhm3;1000;0;Read;CONSUMO_ESPECIFICO de EQUIPO_005;True
PLANTA_01.EQUIPO_005.ESTADO_BOMBA;.PLANTA_01_EQUIPO_005_ESTADO_BOMBA;Boolean;1;0;;1000;0;Read;ESTADO_BOMBA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.ESTADO_VALVULA;.PLANTA_01_EQUIPO_005_ESTADO_VALVULA;Boolean;1;0;;1000;0;Read;ESTADO_VALVULA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.ALARMA_ALTA;.PLANTA_01_EQUIPO_005_ALARMA_ALTA;Boolean;1;0;;1000;0;Read;ALARMA_ALTA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.ALARMA_BAJA;.PLANTA_01_EQUIPO_005_ALARMA_BAJA;Boolean;1;0;;1000;0;Read;ALARMA_BAJA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.MODO_AUTOMATICO;.PLANTA_01_EQUIPO_005_MODO_AUTOMATICO;Boolean;1;0;;1000;0;Read;MODO_AUTOMATICO de EQUIPO_005;True
PLANTA_01.EQUIPO_005.PERMISO_ARRANQUE;.PLANTA_01_EQUIPO_005_PERMISO_ARRANQUE;Boolean;1;0;;1000;0;Read;PERMISO_ARRANQUE de EQUIPO_005;True
PLANTA_01.EQUIPO_005.FALLA_GENERAL;.PLANTA_01_EQUIPO_005_FALLA_GENERAL;Boolean;1;0;;1000;0;Read;FALLA_GENERAL de EQUIPO_005;True
PLANTA_01.EQUIPO_005.CONFIRMACION_MARCHA;.PLANTA_01_EQUIPO_005_CONFIRMACION_MARCHA;Boolean;1;0;;1000;0;Read;CONFIRMACION_MARCHA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.SELECTOR_LOCAL_REMOTO;.PLANTA_01_EQUIPO_005_SELECTOR_LOCAL_REMOTO;Boolean;1;0;;1000;0;Read;SELECTOR_LOCAL_REMOTO de EQUIPO_005;True
PLANTA_01.EQUIPO_005.EN_MANTENIMIENTO;.PLANTA_01_EQUIPO_005_EN_MANTENIMIENTO;Boolean;1;0;;1000;0;Read;EN_MANTENIMIENTO de EQUIPO_005;True
PLANTA_01.EQUIPO_005.CONTADOR_ARRANQUES;.PLANTA_01_EQUIPO_005_CONTADOR_ARRANQUES;Int32;1;0;;1000;0;Read;CONTADOR_ARRANQUES de EQUIPO_005;True
PLANTA_01.EQUIPO_005.CONTADOR_ALARMAS;.PLANTA_01_EQUIPO_005_CONTADOR_ALARMAS;Int32;1;0;;1000;0;Read;CONTADOR_ALARMAS de EQUIPO_005;True
PLANTA_01.EQUIPO_005.CODIGO_FALLA;.PLANTA_01_EQUIPO_005_CODIGO_FALLA;Int32;1;0;;1000;0;Read;CODIGO_FALLA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.PASO_SECUENCIA;.PLANTA_01_EQUIPO_005_PASO_SECUENCIA;Int32;1;0;;1000;0;Read;PASO_SECUENCIA de EQUIPO_005;True
PLANTA_01.EQUIPO_005.RECETA_ACTIVA;.PLANTA_01_EQUIPO_005_RECETA_ACTIVA;String;1;0;;1000;0;Read;RECETA_ACTIVA de EQUIPO_005;True
PLANTA_01.EQUIPO_006.PRESION_ENTRADA;.PLANTA_01_EQUIPO_006_PRESION_ENTRADA;Double;1;0;bar;1000;0;Read;PRESION_ENTRADA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.PRESION_SALIDA;.PLANTA_01_EQUIPO_006_PRESION_SALIDA;Double;1;0;bar;1000;0;Read;PRESION_SALIDA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.TEMPERATURA_ENTRADA;.PLANTA_01_EQUIPO_006_TEMPERATURA_ENTRADA;Double;1;0;C;1000;0;Read;TEMPERATURA_ENTRADA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.TEMPERATURA_SALIDA;.PLANTA_01_EQUIPO_006_TEMPERATURA_SALIDA;Double;1.8;32;F;1000;0;Read;TEMPERATURA_SALIDA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.CAUDAL_INSTANTANEO;.PLANTA_01_EQUIPO_006_CAUDAL_INSTANTANEO;Double;1;0;m3h;1000;0;Read;CAUDAL_INSTANTANEO de EQUIPO_006;True
PLANTA_01.EQUIPO_006.CAUDAL_TOTALIZADO;.PLANTA_01_EQUIPO_006_CAUDAL_TOTALIZADO;Double;0.001;0;m3;1000;0;Read;CAUDAL_TOTALIZADO de EQUIPO_006;True
PLANTA_01.EQUIPO_006.NIVEL_TANQUE;.PLANTA_01_EQUIPO_006_NIVEL_TANQUE;Double;0.01;0;pct;1000;0;Read;NIVEL_TANQUE de EQUIPO_006;True
PLANTA_01.EQUIPO_006.VIBRACION_X;.PLANTA_01_EQUIPO_006_VIBRACION_X;Double;0.01;0;mms;1000;0;Read;VIBRACION_X de EQUIPO_006;True
PLANTA_01.EQUIPO_006.VIBRACION_Y;.PLANTA_01_EQUIPO_006_VIBRACION_Y;Double;0.01;0;mms;1000;0;Read;VIBRACION_Y de EQUIPO_006;True
PLANTA_01.EQUIPO_006.CORRIENTE_MOTOR;.PLANTA_01_EQUIPO_006_CORRIENTE_MOTOR;Double;0.1;0;A;1000;0;Read;CORRIENTE_MOTOR de EQUIPO_006;True
PLANTA_01.EQUIPO_006.TENSION_MOTOR;.PLANTA_01_EQUIPO_006_TENSION_MOTOR;Double;1;0;V;1000;0;Read;TENSION_MOTOR de EQUIPO_006;True
PLANTA_01.EQUIPO_006.POTENCIA_ACTIVA;.PLANTA_01_EQUIPO_006_POTENCIA_ACTIVA;Double;0.01;0;kW;1000;0;Read;POTENCIA_ACTIVA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.VELOCIDAD_MOTOR;.PLANTA_01_EQUIPO_006_VELOCIDAD_MOTOR;Double;1;0;rpm;1000;0;Read;VELOCIDAD_MOTOR de EQUIPO_006;True
PLANTA_01.EQUIPO_006.TORQUE;.PLANTA_01_EQUIPO_006_TORQUE;Double;0.1;0;Nm;1000;0;Read;TORQUE de EQUIPO_006;True
PLANTA_01.EQUIPO_006.DENSIDAD;.PLANTA_01_EQUIPO_006_DENSIDAD;Double;1;0;kgm3;1000;0;Read;DENSIDAD de EQUIPO_006;True
PLANTA_01.EQUIPO_006.VISCOSIDAD;.PLANTA_01_EQUIPO_006_VISCOSIDAD;Double;0.01;0;cP;1000;0;Read;VISCOSIDAD de EQUIPO_006;True
PLANTA_01.EQUIPO_006.PH;.PLANTA_01_EQUIPO_006_PH;Double;0.001;0;pH;1000;0;Read;PH de EQUIPO_006;True
PLANTA_01.EQUIPO_006.CONDUCTIVIDAD;.PLANTA_01_EQUIPO_006_CONDUCTIVIDAD;Double;1;0;uScm;1000;0;Read;CONDUCTIVIDAD de EQUIPO_006;True
PLANTA_01.EQUIPO_006.HUMEDAD;.PLANTA_01_EQUIPO_006_HUMEDAD;Double;0.01;0;pct;1000;0;Read;HUMEDAD de EQUIPO_006;True
PLANTA_01.EQUIPO_006.APERTURA_VALVULA;.PLANTA_01_EQUIPO_006_APERTURA_VALVULA;Double;0.01;0;pct;1000;0;Read;APERTURA_VALVULA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.SETPOINT_PRESION;.PLANTA_01_EQUIPO_006_SETPOINT_PRESION;Double;1;0;bar;1000;0;Read;SETPOINT_PRESION de EQUIPO_006;True
PLANTA_01.EQUIPO_006.SETPOINT_TEMPERATURA;.PLANTA_01_EQUIPO_006_SETPOINT_TEMPERATURA;Double;1;0;C;1000;0;Read;SETPOINT_TEMPERATURA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.HORAS_SERVICIO;.PLANTA_01_EQUIPO_006_HORAS_SERVICIO;Double;0.1;0;h;1000;0;Read;HORAS_SERVICIO de EQUIPO_006;True
PLANTA_01.EQUIPO_006.EFICIENCIA;.PLANTA_01_EQUIPO_006_EFICIENCIA;Double;0.01;0;pct;1000;0;Read;EFICIENCIA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.CONSUMO_ESPECIFICO;.PLANTA_01_EQUIPO_006_CONSUMO_ESPECIFICO;Double;0.001;0;kWhm3;1000;0;Read;CONSUMO_ESPECIFICO de EQUIPO_006;True
PLANTA_01.EQUIPO_006.ESTADO_BOMBA;.PLANTA_01_EQUIPO_006_ESTADO_BOMBA;Boolean;1;0;;1000;0;Read;ESTADO_BOMBA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.ESTADO_VALVULA;.PLANTA_01_EQUIPO_006_ESTADO_VALVULA;Boolean;1;0;;1000;0;Read;ESTADO_VALVULA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.ALARMA_ALTA;.PLANTA_01_EQUIPO_006_ALARMA_ALTA;Boolean;1;0;;1000;0;Read;ALARMA_ALTA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.ALARMA_BAJA;.PLANTA_01_EQUIPO_006_ALARMA_BAJA;Boolean;1;0;;1000;0;Read;ALARMA_BAJA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.MODO_AUTOMATICO;.PLANTA_01_EQUIPO_006_MODO_AUTOMATICO;Boolean;1;0;;1000;0;Read;MODO_AUTOMATICO de EQUIPO_006;True
PLANTA_01.EQUIPO_006.PERMISO_ARRANQUE;.PLANTA_01_EQUIPO_006_PERMISO_ARRANQUE;Boolean;1;0;;1000;0;Read;PERMISO_ARRANQUE de EQUIPO_006;True
PLANTA_01.EQUIPO_006.FALLA_GENERAL;.PLANTA_01_EQUIPO_006_FALLA_GENERAL;Boolean;1;0;;1000;0;Read;FALLA_GENERAL de EQUIPO_006;True
PLANTA_01.EQUIPO_006.CONFIRMACION_MARCHA;.PLANTA_01_EQUIPO_006_CONFIRMACION_MARCHA;Boolean;1;0;;1000;0;Read;CONFIRMACION_MARCHA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.SELECTOR_LOCAL_REMOTO;.PLANTA_01_EQUIPO_006_SELECTOR_LOCAL_REMOTO;Boolean;1;0;;1000;0;Read;SELECTOR_LOCAL_REMOTO de EQUIPO_006;True
PLANTA_01.EQUIPO_006.EN_MANTENIMIENTO;.PLANTA_01_EQUIPO_006_EN_MANTENIMIENTO;Boolean;1;0;;1000;0;Read;EN_MANTENIMIENTO de EQUIPO_006;True
PLANTA_01.EQUIPO_006.CONTADOR_ARRANQUES;.PLANTA_01_EQUIPO_006_CONTADOR_ARRANQUES;Int32;1;0;;1000;0;Read;CONTADOR_ARRANQUES de EQUIPO_006;True
PLANTA_01.EQUIPO_006.CONTADOR_ALARMAS;.PLANTA_01_EQUIPO_006_CONTADOR_ALARMAS;Int32;1;0;;1000;0;Read;CONTADOR_ALARMAS de EQUIPO_006;True
PLANTA_01.EQUIPO_006.CODIGO_FALLA;.PLANTA_01_EQUIPO_006_CODIGO_FALLA;Int32;1;0;;1000;0;Read;CODIGO_FALLA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.PASO_SECUENCIA;.PLANTA_01_EQUIPO_006_PASO_SECUENCIA;Int32;1;0;;1000;0;Read;PASO_SECUENCIA de EQUIPO_006;True
PLANTA_01.EQUIPO_006.RECETA_ACTIVA;.PLANTA_01_EQUIPO_006_RECETA_ACTIVA;String;1;0;;1000;0;Read;RECETA_ACTIVA de EQUIPO_006;True
PLANTA_01.EQUIPO_007.PRESION_ENTRADA;.PLANTA_01_EQUIPO_007_PRESION_ENTRADA;Double;1;0;bar;1000;0;Read;PRESION_ENTRADA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.PRESION_SALIDA;.PLANTA_01_EQUIPO_007_PRESION_SALIDA;Double;1;0;bar;1000;0;Read;PRESION_SALIDA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.TEMPERATURA_ENTRADA;.PLANTA_01_EQUIPO_007_TEMPERATURA_ENTRADA;Double;1;0;C;1000;0;Read;TEMPERATURA_ENTRADA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.TEMPERATURA_SALIDA;.PLANTA_01_EQUIPO_007_TEMPERATURA_SALIDA;Double;1.8;32;F;1000;0;Read;TEMPERATURA_SALIDA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.CAUDAL_INSTANTANEO;.PLANTA_01_EQUIPO_007_CAUDAL_INSTANTANEO;Double;1;0;m3h;1000;0;Read;CAUDAL_INSTANTANEO de EQUIPO_007;True
PLANTA_01.EQUIPO_007.CAUDAL_TOTALIZADO;.PLANTA_01_EQUIPO_007_CAUDAL_TOTALIZADO;Double;0.001;0;m3;1000;0;Read;CAUDAL_TOTALIZADO de EQUIPO_007;True
PLANTA_01.EQUIPO_007.NIVEL_TANQUE;.PLANTA_01_EQUIPO_007_NIVEL_TANQUE;Double;0.01;0;pct;1000;0;Read;NIVEL_TANQUE de EQUIPO_007;True
PLANTA_01.EQUIPO_007.VIBRACION_X;.PLANTA_01_EQUIPO_007_VIBRACION_X;Double;0.01;0;mms;1000;0;Read;VIBRACION_X de EQUIPO_007;True
PLANTA_01.EQUIPO_007.VIBRACION_Y;.PLANTA_01_EQUIPO_007_VIBRACION_Y;Double;0.01;0;mms;1000;0;Read;VIBRACION_Y de EQUIPO_007;True
PLANTA_01.EQUIPO_007.CORRIENTE_MOTOR;.PLANTA_01_EQUIPO_007_CORRIENTE_MOTOR;Double;0.1;0;A;1000;0;Read;CORRIENTE_MOTOR de EQUIPO_007;True
PLANTA_01.EQUIPO_007.TENSION_MOTOR;.PLANTA_01_EQUIPO_007_TENSION_MOTOR;Double;1;0;V;1000;0;Read;TENSION_MOTOR de EQUIPO_007;True
PLANTA_01.EQUIPO_007.POTENCIA_ACTIVA;.PLANTA_01_EQUIPO_007_POTENCIA_ACTIVA;Double;0.01;0;kW;1000;0;Read;POTENCIA_ACTIVA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.VELOCIDAD_MOTOR;.PLANTA_01_EQUIPO_007_VELOCIDAD_MOTOR;Double;1;0;rpm;1000;0;Read;VELOCIDAD_MOTOR de EQUIPO_007;True
PLANTA_01.EQUIPO_007.TORQUE;.PLANTA_01_EQUIPO_007_TORQUE;Double;0.1;0;Nm;1000;0;Read;TORQUE de EQUIPO_007;True
PLANTA_01.EQUIPO_007.DENSIDAD;.PLANTA_01_EQUIPO_007_DENSIDAD;Double;1;0;kgm3;1000;0;Read;DENSIDAD de EQUIPO_007;True
PLANTA_01.EQUIPO_007.VISCOSIDAD;.PLANTA_01_EQUIPO_007_VISCOSIDAD;Double;0.01;0;cP;1000;0;Read;VISCOSIDAD de EQUIPO_007;True
PLANTA_01.EQUIPO_007.PH;.PLANTA_01_EQUIPO_007_PH;Double;0.001;0;pH;1000;0;Read;PH de EQUIPO_007;True
PLANTA_01.EQUIPO_007.CONDUCTIVIDAD;.PLANTA_01_EQUIPO_007_CONDUCTIVIDAD;Double;1;0;uScm;1000;0;Read;CONDUCTIVIDAD de EQUIPO_007;True
PLANTA_01.EQUIPO_007.HUMEDAD;.PLANTA_01_EQUIPO_007_HUMEDAD;Double;0.01;0;pct;1000;0;Read;HUMEDAD de EQUIPO_007;True
PLANTA_01.EQUIPO_007.APERTURA_VALVULA;.PLANTA_01_EQUIPO_007_APERTURA_VALVULA;Double;0.01;0;pct;1000;0;Read;APERTURA_VALVULA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.SETPOINT_PRESION;.PLANTA_01_EQUIPO_007_SETPOINT_PRESION;Double;1;0;bar;1000;0;Read;SETPOINT_PRESION de EQUIPO_007;True
PLANTA_01.EQUIPO_007.SETPOINT_TEMPERATURA;.PLANTA_01_EQUIPO_007_SETPOINT_TEMPERATURA;Double;1;0;C;1000;0;Read;SETPOINT_TEMPERATURA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.HORAS_SERVICIO;.PLANTA_01_EQUIPO_007_HORAS_SERVICIO;Double;0.1;0;h;1000;0;Read;HORAS_SERVICIO de EQUIPO_007;True
PLANTA_01.EQUIPO_007.EFICIENCIA;.PLANTA_01_EQUIPO_007_EFICIENCIA;Double;0.01;0;pct;1000;0;Read;EFICIENCIA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.CONSUMO_ESPECIFICO;.PLANTA_01_EQUIPO_007_CONSUMO_ESPECIFICO;Double;0.001;0;kWhm3;1000;0;Read;CONSUMO_ESPECIFICO de EQUIPO_007;True
PLANTA_01.EQUIPO_007.ESTADO_BOMBA;.PLANTA_01_EQUIPO_007_ESTADO_BOMBA;Boolean;1;0;;1000;0;Read;ESTADO_BOMBA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.ESTADO_VALVULA;.PLANTA_01_EQUIPO_007_ESTADO_VALVULA;Boolean;1;0;;1000;0;Read;ESTADO_VALVULA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.ALARMA_ALTA;.PLANTA_01_EQUIPO_007_ALARMA_ALTA;Boolean;1;0;;1000;0;Read;ALARMA_ALTA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.ALARMA_BAJA;.PLANTA_01_EQUIPO_007_ALARMA_BAJA;Boolean;1;0;;1000;0;Read;ALARMA_BAJA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.MODO_AUTOMATICO;.PLANTA_01_EQUIPO_007_MODO_AUTOMATICO;Boolean;1;0;;1000;0;Read;MODO_AUTOMATICO de EQUIPO_007;True
